12,3,0.000133
13,1,0.000172
13,2,0.000142
13,3,0.000128
14,1,0.000165
14,2,0.000143
14,3,0.000154
15,1,0.000153
15,2,0.000141
15,3,0.000142
16,1,0.000170
16,2,0.000142
16,3,0.000139
17,1,0.000159
17,2,0.000154
17,3,0.000133
18,1,0.000150
18,2,0.000134
18,3,0.000133
19,1,0.000164
19,2,0.000133
19,3,0.000161
20,1,0.000158
20,2,0.000136
20,3,0.000146
21,1,0.000153
21,2,0.000134
21,3,0.000151
22,1,0.000130
22,2,0.000135
22,3,0.000133
1,1,
1,2,
1,3,
2,1,
2,2,
2,3,
3,1,
3,2,
3,3,
4,1,
4,2,
4,3,
5,1,
5,2,
5,3,
6,1,
6,2,
6,3,
7,1,
7,2,
7,3,
8,1,
8,2,
8,3,
9,1,
9,2,
9,3,
10,1,
10,2,
10,3,
11,1,
11,2,
11,3,
12,1,
12,2,
12,3,
13,1,
13,2,
13,3,
14,1,
14,2,
14,3,
15,1,
15,2,
15,3,
16,1,
16,2,
16,3,
17,1,
17,2,
17,3,
18,1,
18,2,
18,3,
19,1,
19,2,
19,3,
20,1,
20,2,
20,3,
1,1,
1,2,
1,3,
2,1,
2,2,
2,3,
3,1,
3,2,
3,3,
4,1,
4,2,
4,3,
5,1,
5,2,
5,3,
6,1,
6,2,
6,3,
7,1,
7,2,
7,3,
8,1,
8,2,
8,3,
9,1,
9,2,
9,3,
10,1,
10,2,
10,3,
11,1,
11,2,
11,3,
12,1,
12,2,
12,3,
13,1,
13,2,
13,3,
14,1,
14,2,
14,3,
15,1,
15,2,
15,3,
16,1,
16,2,
16,3,
17,1,
17,2,
17,3,
18,1,
18,2,
18,3,
19,1,
19,2,
19,3,
20,1,
20,2,
20,3,
1,1,1.278021
1,2,1.163698
1,3,1.169187
2,1,1.536273
2,2,1.415044
2,3,1.408576
3,1,1.791110
3,2,1.612108
3,3,1.662599
4,1,3.449067
4,2,3.611613
4,3,3.698835
5,1,6.216886
5,2,6.474754
5,3,6.467519
6,1,0.101622
6,2,0.033896
6,3,0.037041
7,1,2.086262
7,2,2.004789
7,3,1.986462
8,1,6.236081
8,2,5.936638
8,3,5.933385
9,1,10.406025
9,2,0.000220
9,3,0.000164
10,1,0.000188
10,2,0.000138
10,3,0.000152
11,1,0.000143
11,2,0.000136
11,3,0.000164
12,1,0.000192
12,2,0.000137
12,3,0.000148
13,1,0.000148
13,2,0.000137
13,3,0.000136
14,1,0.000160
14,2,0.000109
14,3,0.000143
15,1,0.000221
15,2,0.000146
15,3,0.000143
16,1,0.000151
16,2,0.000139
16,3,0.000161
17,1,0.000151
17,2,0.000138
17,3,0.000149
18,1,0.000135
18,2,0.000160
18,3,0.000141
19,1,0.000132
19,2,0.000127
19,3,0.000136
20,1,0.000181
20,2,0.000132
20,3,0.000143
1,1,1.272611
1,2,1.176676
1,3,1.168148
2,1,1.711968
2,2,1.575617
2,3,1.527656
3,1,1.812489
3,2,1.680625
3,3,1.630953
4,1,3.366427
4,2,3.649956
4,3,3.774282
5,1,6.640521
5,2,6.467562
5,3,6.550763
6,1,0.101966
6,2,0.031790
6,3,0.032912
7,1,2.119599
7,2,1.975904
7,3,2.013522
8,1,6.320090
8,2,5.893752
8,3,5.901090
9,1,7.286266
9,2,0.000180
9,3,0.000165
10,1,0.000174
10,2,0.000146
10,3,0.000168
11,1,0.000147
11,2,0.000154
11,3,0.000143
12,1,0.000159
12,2,0.000134
12,3,0.000169
13,1,0.000156
13,2,0.000136
13,3,0.000135
14,1,0.000142
14,2,0.000124
14,3,0.000144
15,1,0.000170
15,2,0.000154
15,3,0.000150
16,1,0.000160
16,2,0.000144
16,3,0.000146
17,1,0.000161
17,2,0.000138
17,3,0.000158
18,1,0.000171
18,2,0.000128
18,3,0.000136
19,1,0.000175
19,2,0.000130
19,3,0.000157
20,1,0.000159
20,2,0.000131
20,3,0.000134
1,1,
1,2,
1,3,
1,1,
1,2,
1,3,
1,1,1.692816
1,2,1.561657
1,3,1.572982
2,1,6.799571
2,2,0.000182
2,3,0.000163
3,1,0.000167
3,2,0.000144
3,3,0.000171
4,1,0.000142
4,2,0.000147
4,3,0.000140
5,1,0.000166
5,2,0.000134
5,3,0.000138
6,1,0.000147
6,2,0.000141
6,3,0.000138
7,1,0.000172
7,2,0.000124
7,3,0.000157
8,1,0.000150
8,2,0.000139
8,3,0.000135
9,1,0.000166
9,2,0.000143
9,3,0.000141
10,1,0.000154
10,2,0.000143
10,3,0.000142
11,1,0.000158
11,2,0.000142
11,3,0.000139
12,1,0.000171
12,2,0.000140
12,3,0.000133
13,1,0.000168
13,2,0.000139
13,3,0.000137
14,1,0.000151
14,2,0.000132
14,3,0.000145
15,1,0.000176
15,2,0.000155
15,3,0.000137
16,1,0.000170
16,2,0.000144
16,3,0.000130
17,1,0.000157
17,2,0.000137
17,3,0.000140
18,1,0.000172
18,2,0.000141
18,3,0.000133
19,1,0.000170
19,2,0.000169
19,3,0.000139
20,1,0.000146
20,2,0.000136
20,3,0.000101
1,1,1.645328
1,2,1.557033
1,3,1.557277
2,1,7.592145
2,2,0.000179
2,3,0.000170
3,1,0.000181
3,2,0.000132
3,3,0.000131
4,1,0.000167
4,2,0.000132
4,3,0.000145
5,1,0.000163
5,2,0.000131
5,3,0.000135
6,1,0.000159
6,2,0.000138
6,3,0.000148
7,1,0.000151
7,2,0.000144
7,3,0.000159
8,1,0.000158
8,2,0.000135
8,3,0.000129
9,1,0.000170
9,2,0.000138
9,3,0.000140
10,1,0.000161
10,2,0.000134
10,3,0.000106
11,1,0.000170
11,2,0.000142
11,3,0.000135
12,1,0.000168
12,2,0.000134
12,3,0.000159
13,1,0.000151
13,2,0.000135
13,3,0.000133
14,1,0.000174
14,2,0.000133
14,3,0.000162
15,1,0.000142
15,2,0.000153
15,3,0.000148
16,1,0.000154
16,2,0.000168
16,3,0.000136
17,1,0.000163
17,2,0.000137
17,3,0.000136
18,1,0.000149
18,2,0.000148
18,3,0.000139
19,1,0.000144
19,2,0.000134
19,3,0.000134
20,1,0.000172
20,2,0.000161
20,3,0.000138
21,1,0.000152
21,2,0.000155
21,3,0.000135
22,1,0.000166
22,2,0.000162
22,3,0.000139
1,1,1.744421
1,2,1.562186
1,3,1.595614
2,1,1.458519
2,2,1.399179
2,3,1.380057
3,1,1.877990
3,2,1.684603
3,3,1.710051
4,1,4.418819
4,2,4.935822
4,3,4.951408
5,1,8.350344
5,2,8.696351
5,3,8.801316
6,1,0.137050
6,2,0.043548
6,3,0.055426
7,1,3.075860
7,2,2.931031
7,3,2.970931
8,1,7.934584
8,2,7.551897
8,3,7.596736
9,1,20.191564
9,2,0.000208
9,3,0.000162
10,1,0.000169
10,2,0.000131
10,3,0.000161
11,1,0.000145
11,2,0.000125
11,3,0.000136
12,1,0.000174
12,2,0.000138
12,3,0.000146
13,1,0.000172
13,2,0.000132
13,3,0.000169
14,1,0.000161
14,2,0.000139
14,3,0.000145
15,1,0.000138
15,2,0.000136
15,3,0.000139
16,1,0.000152
16,2,0.000136
16,3,0.000142
17,1,0.000171
17,2,0.000139
17,3,0.000137
18,1,0.000174
18,2,0.000135
18,3,0.000139
19,1,0.000157
19,2,0.000129
19,3,0.000160
20,1,0.000155
20,2,0.000135
20,3,0.000162
21,1,0.000154
21,2,0.000137
21,3,0.000144
22,1,0.000160
22,2,0.000122
22,3,0.000154
1,1,12.607348
1,2,12.247864
1,3,12.333140
2,1,1.883969
2,2,1.788637
2,3,1.795318
3,1,4.265645
3,2,3.979528
3,3,3.991503
4,1,4.333066
4,2,4.429378
4,3,4.461683
5,1,9.697831
5,2,9.267409
5,3,9.306627
6,1,2.246270
6,2,1.989187
6,3,1.966597
7,1,5.584265
7,2,5.179341
7,3,5.182267
8,1,8.631173
8,2,8.107711
8,3,8.064200
9,1,21.358653
9,2,0.000185
9,3,0.000159
10,1,0.000180
10,2,0.000129
10,3,0.000153
11,1,0.000152
11,2,0.000136
11,3,0.000143
12,1,0.000156
12,2,0.000135
12,3,0.000167
13,1,0.000147
13,2,0.000127
13,3,0.000127
14,1,0.000162
14,2,0.000141
14,3,0.000133
15,1,0.000144
15,2,0.000126
15,3,0.000172
16,1,0.000174
16,2,0.000136
16,3,0.000145
17,1,0.000175
17,2,0.000143
17,3,0.000142
18,1,0.000160
18,2,0.000135
18,3,0.000140
19,1,0.000178
19,2,0.000182
19,3,0.000155
20,1,0.000154
20,2,0.000138
20,3,0.000164
21,1,0.000150
21,2,0.000144
21,3,0.000151
22,1,0.000171
22,2,0.000136
22,3,0.000155
1,1,1.652953
1,2,1.578263
1,3,1.571925
2,1,1.452863
2,2,1.405681
2,3,1.424991
3,1,1.914922
3,2,1.793394
3,3,1.785515
4,1,4.474598
4,2,5.039937
4,3,5.214378
5,1,8.947982
5,2,8.936101
5,3,8.980859
6,1,0.142194
6,2,0.043083
6,3,0.044696
7,1,3.239364
7,2,3.036249
7,3,3.017719
8,1,8.105487
8,2,7.733680
8,3,7.782892
9,1,24.866951
9,2,0.000179
9,3,0.000158
10,1,0.000184
10,2,0.000172
10,3,0.000185
11,1,0.000161
11,2,0.000135
11,3,0.000143
12,1,0.000159
12,2,0.000137
12,3,0.000135
13,1,0.000146
13,2,0.000159
13,3,0.000138
14,1,0.000146
14,2,0.000128
14,3,0.000126
15,1,0.000163
15,2,0.000133
15,3,0.000132
16,1,0.000165
16,2,0.000133
16,3,0.000139
17,1,0.000171
17,2,0.000130
17,3,0.000139
18,1,0.000177
18,2,0.000134
18,3,0.000138
19,1,0.000159
19,2,0.000126
19,3,0.000139
20,1,0.000178
20,2,0.000123
20,3,0.000135
21,1,0.000166
21,2,0.000160
21,3,0.000140
22,1,0.000144
22,2,0.000133
22,3,0.000138
1,1,1.763270
1,2,1.607892
1,3,1.567595
2,1,1.362405
2,2,1.236209
2,3,1.240859
3,1,4.080112
3,2,3.945046
3,3,3.851668
4,1,4.418847
4,2,4.807084
4,3,4.998970
5,1,3.396204
5,2,3.117960
5,3,3.097130
6,1,0.137073
6,2,0.042635
6,3,0.044871
7,1,6.823702
7,2,6.639690
7,3,6.766163
8,1,6.894032
8,2,6.450734
8,3,6.493130
9,1,10.479828
9,2,10.022677
9,3,9.958257
10,1,2.964218
10,2,2.464923
10,3,2.584178
11,1,0.399747
11,2,0.359808
11,3,0.380102
12,1,2.747309
12,2,3.529289
12,3,3.185731
13,1,17.829056
13,2,17.821682
13,3,17.108033
14,1,0.825436
14,2,0.740477
14,3,0.775766
15,1,0.425555
15,2,0.358361
15,3,0.358188
16,1,0.352297
16,2,0.331236
16,3,0.324897
17,1,4.880600
17,2,4.611878
17,3,4.559172
18,1,15.195334
18,2,14.756584
18,3,14.898428
19,1,1.226647
19,2,0.794845
19,3,0.807282
20,1,4.093468
20,2,3.988035
20,3,4.094374
21,1,21.066899
21,2,20.555586
21,3,20.664186
22,1,5.166175
22,2,5.172965
22,3,5.275106
1,1,9.850424
1,2,9.530696
1,3,9.562982
2,1,
2,2,
2,3,
3,1,
3,2,
3,3,
4,1,
4,2,
4,3,
5,1,
5,2,
5,3,
6,1,2.329685
6,2,2.065872
6,3,2.072201
7,1,
7,2,
7,3,
8,1,
8,2,
8,3,
9,1,15.457408
9,2,15.048447
9,3,15.152404
10,1,
10,2,
10,3,
11,1,1.434504
11,2,1.367828
11,3,1.375405
12,1,2.388633
12,2,2.160404
12,3,2.110639
13,1,
13,2,
13,3,
14,1,3.074127
14,2,2.780503
14,3,2.739984
15,1,4.681209
15,2,4.492571
15,3,4.349828
16,1,0.528796
16,2,0.496074
16,3,0.502545
17,1,
17,2,
17,3,
18,1,
18,2,
18,3,
19,1,3.604669
19,2,3.288523
19,3,3.309698
20,1,
20,2,
20,3,
21,1,17.154657
21,2,0.000171
21,3,0.000141
22,1,0.000178
22,2,0.000138
22,3,0.000163
1,1,0.000177
1,2,0.000152
1,3,0.000130
2,1,0.000154
2,2,0.000126
2,3,0.000145
3,1,0.000156
3,2,0.000136
3,3,0.000139
4,1,0.000145
4,2,0.000137
4,3,0.000134
5,1,0.000146
5,2,0.000135
5,3,0.000135
6,1,0.000168
6,2,0.000125
6,3,0.000144
7,1,0.000149
7,2,0.000139
7,3,0.000143
8,1,0.000175
8,2,0.000136
8,3,0.000134
9,1,0.000176
9,2,0.000123
9,3,0.000158
10,1,0.000150
10,2,0.000146
10,3,0.000149
11,1,0.000174
11,2,0.000135
11,3,0.000140
12,1,0.000153
12,2,0.000134
12,3,0.000135
13,1,0.000171
13,2,0.000142
13,3,0.000141
14,1,0.000177
14,2,0.000136
14,3,0.000136
15,1,0.000142
15,2,0.000142
15,3,0.000135
16,1,0.000142
16,2,0.000138
16,3,0.000139
17,1,0.000142
17,2,0.000136
17,3,0.000135
18,1,0.000166
18,2,0.000135
18,3,0.000143
19,1,0.000166
19,2,0.000134
19,3,0.000136
20,1,0.000164
20,2,0.000143
20,3,0.000139
21,1,0.000158
21,2,0.000143
21,3,0.000148
22,1,0.000154
22,2,0.000147
22,3,0.000149
1,1,1.826502
1,2,1.610712
1,3,1.566148
2,1,1.345235
2,2,1.239094
2,3,1.251993
3,1,4.078862
3,2,4.006271
3,3,3.985480
4,1,4.471367
4,2,4.985259
4,3,4.659034
5,1,3.419443
5,2,3.116614
5,3,3.160112
6,1,0.138148
6,2,0.046575
6,3,0.045588
7,1,6.810121
7,2,6.525740
